text,rating,clean_text,sentiment
Bagus,5,bagus,Positif
Mntap sekali,5,mntap sekali,Positif
CS nya agak gimana ya jawaban nya tidak sesuai padahal nanya kenapa paket saya sudah saya terima tapi di aplikasi belum bisa di selesaikan dari jam 5 sore tapi jawabannya tidak sesuai dan tidak membantu,5,cs nya agak gimana ya jawaban nya tidak sesuai padahal nanya kenapa paket saya sudah saya terima tapi di aplikasi belum bisa di selesaikan dari jam sore tapi jawabannya tidak sesuai dan tidak membantu,Positif
sangat mendukung,4,sangat mendukung,Positif
bagus,5,bagus,Positif
Minusnya gak bisa aktifin spylater gak bisa pemindahan dari akun lama. Padahal Uda lama lunasnya.,3,minusnya gak bisa aktifin spylater gak bisa pemindahan dari akun lama padahal uda lama lunasnya,Netral
"bagus aplikasi ini memudahkan kita untuk berbelanja👍barang2 nya juga di aplikasi ini sesuai dengan yang ada di gambar dan juga pengemasannya juga rapi,sopan 😍🥰patut untuk dipertahankan🤗",5,bagus aplikasi ini memudahkan kita untuk berbelanjabarang nya juga di aplikasi ini sesuai dengan yang ada di gambar dan juga pengemasannya juga rapisopan patut untuk dipertahankan,Positif
Simple,4,simple,Positif
Saya tidak Pernah Menolak barang Tpi knpa Saya Skrg GK bisa COD Sya udah lma pke Sopie tolong perbaiki Msalah ini COD Nya.,5,saya tidak pernah menolak barang tpi knpa saya skrg gk bisa cod sya udah lma pke sopie tolong perbaiki msalah ini cod nya,Positif
sangat kompeten,5,sangat kompeten,Positif
Bagus,5,bagus,Positif
Pengirimannya bagus,5,pengirimannya bagus,Positif
mantul...cuman suka lemot,5,mantulcuman suka lemot,Positif
"Saran saya min, tolong di kasih nomor kita yng mesen ke kurir yng mengantarnya jdi ketika kurir tersebut tidk menemukn alamat nya dia bisa menghubungi. Jangn langsung di kembalikn ke toko. It saja sih min ""TERIMAKASIH DAN MOHON MAAF""🙏🙏",5,saran saya min tolong di kasih nomor kita yng mesen ke kurir yng mengantarnya jdi ketika kurir tersebut tidk menemukn alamat nya dia bisa menghubungi jangn langsung di kembalikn ke toko it saja sih min terimakasih dan mohon maaf,Positif
Suka kesel si tanggal pengirimn suka kga jls . Barang di bwa muter² itu gimna si,4,suka kesel si tanggal pengirimn suka kga jls barang di bwa muter² itu gimna si,Positif
"Pengiriman sekarang super sekali leletnya..tolong di perbaiki melebihi dari tnggl yg sudah ditentukan , tolong hapus toko yg nakal saya kena tipu 1 x mohon ditanggapi untuk pihak shopee .terima kasih.",2,pengiriman sekarang super sekali leletnyatolong di perbaiki melebihi dari tnggl yg sudah ditentukan tolong hapus toko yg nakal saya kena tipu x mohon ditanggapi untuk pihak shopee terima kasih,Negatif
gratis ongkir semua bjir,5,gratis ongkir semua bjir,Positif
Menyenangkan belanja disini,5,menyenangkan belanja disini,Positif
puas,5,puas,Positif
"Apk nya bagus,cuma kadang gratis ongkirnya ndak bisa di pakai",4,apk nya baguscuma kadang gratis ongkirnya ndak bisa di pakai,Positif
aplikasi nya sangat membantu yg tdk ditemukan dipasar bisa dicari di aplikasi ini tentunya ada smua,5,aplikasi nya sangat membantu yg tdk ditemukan dipasar bisa dicari di aplikasi ini tentunya ada smua,Positif
"Apaan , spaylaterku di bekukan , padahal selalu bayar sebelum tanggal jatuh tempo",1,apaan spaylaterku di bekukan padahal selalu bayar sebelum tanggal jatuh tempo,Negatif
siip selalu,5,siip selalu,Positif
SiCepat TOLONG di hapus dari daftar jasa kirim..! Klau suda bru ku kasi bintang 5,1,sicepat tolong di hapus dari daftar jasa kirim klau suda bru ku kasi bintang,Negatif
Keren...,5,keren,Positif
Top,5,top,Positif
Baguuus,5,baguuus,Positif
"KLO buat jasa pengiriman yg BNR ya,masa dr tgl 3-12 brang blm sampai ,cpe BNR liatnya",1,klo buat jasa pengiriman yg bnr yamasa dr tgl brang blm sampai cpe bnr liatnya,Negatif
"Mau ngasih saran nih min, kalo buka app jangan langsung ke live dan video, karena jadinya susah untuk ke menu berandanya, atau pun ke bagian saya, untuk mengecek paket jadi sering nglag karena video tersebut seperti tiba-tiba tidak mau merespon, gelap, atau pun keluar app namun suaranya masih ada, padahal memori hp saya masih banyak dan hp saya juga baru umur 1 tahunan sejak pembelian.",3,mau ngasih saran nih min kalo buka app jangan langsung ke live dan video karena jadinya susah untuk ke menu berandanya atau pun ke bagian saya untuk mengecek paket jadi sering nglag karena video tersebut seperti tibatiba tidak mau merespon gelap atau pun keluar app namun suaranya masih ada padahal memori hp saya masih banyak dan hp saya juga baru umur tahunan sejak pembelian,Netral
"apalah gabisa lihat dafta mengikuti toko secara menyeluruh, bikin susah aja tolong diperbaiki",2,apalah gabisa lihat dafta mengikuti toko secara menyeluruh bikin susah aja tolong diperbaiki,Negatif
app rusak setiap mau co malah gabisa gw saranin jangan pernah download atau co di apk ini,1,app rusak setiap mau co malah gabisa gw saranin jangan pernah download atau co di apk ini,Negatif
mantap,1,mantap,Negatif
Pengiriman cepat rapi dan kurir nya sopan santun.dan rapi,5,pengiriman cepat rapi dan kurir nya sopan santundan rapi,Positif
Klo bisa adakan mode gelap. byr ga silow,4,klo bisa adakan mode gelap byr ga silow,Positif
Mantap,5,mantap,Positif
Bisa belanja online dan pesanan sesuai. Pelayanannya bagus,5,bisa belanja online dan pesanan sesuai pelayanannya bagus,Positif
"Setelah belanja di shopee ga mau pindah yg lainnya ,banyak pilih murah pengiriman cepat. Pokoknya semuanya Ok",5,setelah belanja di shopee ga mau pindah yg lainnya banyak pilih murah pengiriman cepat pokoknya semuanya ok,Positif
Sangat mmbantu,5,sangat mmbantu,Positif
Sangat membantu,5,sangat membantu,Positif
Semoga shoope semakin jaya,5,semoga shoope semakin jaya,Positif
Mantap,5,mantap,Positif
Bagus,5,bagus,Positif
Terbaik..,4,terbaik,Positif
Memberi kemudahan bertransaksi,5,memberi kemudahan bertransaksi,Positif
Sangat bagus,5,sangat bagus,Positif
Aplikasi Belanja online sesuai pesanan orderan dan dapat diskon..tks,5,aplikasi belanja online sesuai pesanan orderan dan dapat diskontks,Positif
Mantap,5,mantap,Positif
"Kenapa ya jadi gabisa COD semua toko,gangguan atau gimana , terimakasih",3,kenapa ya jadi gabisa cod semua tokogangguan atau gimana terimakasih,Netral
The best,5,the best,Positif
Saya sangat suka dengan Shopee big ramadhan,1,saya sangat suka dengan shopee big ramadhan,Negatif
"Saya sangat suka belanja di Shopee, sangat membantu bagi saya, saya bisa belanja dari rumah, terima kasih Shopee",5,saya sangat suka belanja di shopee sangat membantu bagi saya saya bisa belanja dari rumah terima kasih shopee,Positif
mahal bnget biaya topup ny 1000 udah gt dipotong dari nominal pengisian ya,1,mahal bnget biaya topup ny udah gt dipotong dari nominal pengisian ya,Negatif
Tingkatkan terus,5,tingkatkan terus,Positif
Lebih murah tapi lama di pengiriman,5,lebih murah tapi lama di pengiriman,Positif
Pelayanan baik,5,pelayanan baik,Positif
Jos,5,jos,Positif
Mantap,5,mantap,Positif
"Bagus,klpun ada pengembalian brg prosesnya cepat gak bertelele👍",5,bagusklpun ada pengembalian brg prosesnya cepat gak bertelele,Positif
mantap solusif 👍👍👍,5,mantap solusif,Positif
Aplikasinya sih lumayan tapi kurir SPXnya yang minta ampun lelet,1,aplikasinya sih lumayan tapi kurir spxnya yang minta ampun lelet,Negatif
Pelayanan memuaskan dan harga terjangkau,5,pelayanan memuaskan dan harga terjangkau,Positif
Sangat bagus👍🏻,5,sangat bagus,Positif
👍,5,,Positif
"Pengirim spx lama sekali,tolong diperbaiki,masa iya paket di sortir sampai 2 hari,tolong diperbaiki,",1,pengirim spx lama sekalitolong diperbaikimasa iya paket di sortir sampai haritolong diperbaiki,Negatif
Bagus sekali,5,bagus sekali,Positif
Saya kasi 5 bintang aplikasi amanah jarang konsumen kecewa Top markotop,5,saya kasi bintang aplikasi amanah jarang konsumen kecewa top markotop,Positif
Ok,5,ok,Positif
"Belanja online terbaik, aman dan lancar",5,belanja online terbaik aman dan lancar,Positif
gak pake ribet,5,gak pake ribet,Positif
knp harus isi saldo???,5,knp harus isi saldo,Positif
"Sangat membantu berbelanja online,berbalanja males keluar rumah,membantu belanja yg sulit di cari di offline",5,sangat membantu berbelanja onlineberbalanja males keluar rumahmembantu belanja yg sulit di cari di offline,Positif
Buruk pengiriman selalu lama+ tidak ada nomor kurir jadi susah,3,buruk pengiriman selalu lama tidak ada nomor kurir jadi susah,Netral
"sudah bagus dan berbenah, langsung gercep menangani keluhan customer dan penjual. good job shopee",5,sudah bagus dan berbenah langsung gercep menangani keluhan customer dan penjual good job shopee,Positif
sangat membantu dalam segala hal.,5,sangat membantu dalam segala hal,Positif
Mantap,5,mantap,Positif
Coba dulu,3,coba dulu,Netral
aplikasi ini sangat membantu buat membeli barang yang terkadang tidak ada dilingkungan atau tempat tinggal dan aplikasi ini sangat membantu bagi aku yang malas belanja barang di luar dan harganya tentu lebih terjangkau,5,aplikasi ini sangat membantu buat membeli barang yang terkadang tidak ada dilingkungan atau tempat tinggal dan aplikasi ini sangat membantu bagi aku yang malas belanja barang di luar dan harganya tentu lebih terjangkau,Positif
"tidak ada perubahan. masih sma. stiap buka sope ,lgsg msk vdeo live atau pun vdeo offline. dan misal masuk beranda ,suara video masih bunyi. sngat2 mngganggu. intrnt stabil. ram tidak penuh. hpus chace sdah , update apk juga sdah. apa lagi yg hrs di lakukan minnn",1,tidak ada perubahan masih sma stiap buka sope lgsg msk vdeo live atau pun vdeo offline dan misal masuk beranda suara video masih bunyi sngat mngganggu intrnt stabil ram tidak penuh hpus chace sdah update apk juga sdah apa lagi yg hrs di lakukan minnn,Negatif
Shopee sangat teliti dan ketat dalam penyediaan produk,5,shopee sangat teliti dan ketat dalam penyediaan produk,Positif
Mantap .....,5,mantap,Positif
Belanja di sini terbantu karna ada spayletter nya tapi biaya penanganan nya banyak banget. Udah gitu lemot nya minta tolong,1,belanja di sini terbantu karna ada spayletter nya tapi biaya penanganan nya banyak banget udah gitu lemot nya minta tolong,Negatif
Memberi pengalaman belanja yang praktis dan sesuai pilihan pribadi,5,memberi pengalaman belanja yang praktis dan sesuai pilihan pribadi,Positif
ok Shopee,5,ok shopee,Positif
"Dulu Mantap, suka banget, sekarang be g0, sistemnya. Yang bener2 jualan produk asli real malah sering ke ban, adminnya juga potong sana sini, kecewa",1,dulu mantap suka banget sekarang be g sistemnya yang bener jualan produk asli real malah sering ke ban adminnya juga potong sana sini kecewa,Negatif
sangat membantu saya dalam berbelanja,5,sangat membantu saya dalam berbelanja,Positif
Belanja lebih ngampang dan aman,5,belanja lebih ngampang dan aman,Positif
Menurutku apk shoopee belanja merupakan apk termantul saat ini. Krn baik product maupun harganya sekarang sangat bervariasi dan tentunya dr barang ori maupun barang oem tersedia di apk ini sehingga jujur pembelipun sangat teredukasi. Semakin tahun membuat seller maupun shopee dewasa. harganyapun dr ribuan perak hingga tak terhingga tersedia disini... Kupikir Happy shopping sangat tepat di gunakan tuk pemakai apk shopee.,5,menurutku apk shoopee belanja merupakan apk termantul saat ini krn baik product maupun harganya sekarang sangat bervariasi dan tentunya dr barang ori maupun barang oem tersedia di apk ini sehingga jujur pembelipun sangat teredukasi semakin tahun membuat seller maupun shopee dewasa harganyapun dr ribuan perak hingga tak terhingga tersedia disini kupikir happy shopping sangat tepat di gunakan tuk pemakai apk shopee,Positif
Mantap.,5,mantap,Positif
"Testimoni , good",5,testimoni good,Positif
bgus,4,bgus,Positif
nice,5,nice,Positif
Tambah kan gratis ongkir nya shopee jangan sampai kalah sama aplikasi sebelah,5,tambah kan gratis ongkir nya shopee jangan sampai kalah sama aplikasi sebelah,Positif
bagus banget,5,bagus banget,Positif
Mantap biyar bintang yang berbicara 🤩🤩🤩,5,mantap biyar bintang yang berbicara,Positif
Sangat membantu kebutuhan kita,5,sangat membantu kebutuhan kita,Positif
Aplikasi yang sangat amat memudahkam segala galanyaa .. Pertahankann yaaa,5,aplikasi yang sangat amat memudahkam segala galanyaa pertahankann yaaa,Positif
bagus,5,bagus,Positif
Oke.tp knapa ya kq di beranda tulisannya separo,5,oketp knapa ya kq di beranda tulisannya separo,Positif
Aplikasi shopee sangat ngebantu untuk berbelanja online,5,aplikasi shopee sangat ngebantu untuk berbelanja online,Positif
"cuma bisa ngambil fee aplikasi makin lama makin lemot ,sudah update apk mau update apa lagi",3,cuma bisa ngambil fee aplikasi makin lama makin lemot sudah update apk mau update apa lagi,Netral
Sangat bagus,5,sangat bagus,Positif
"Sekarang shopee menurun, vocer belanja hilang, vocer vidio, vocer shope live, udah gak asik lagi dipantengi. Tlg kembalikan vocer seperti semula agar kami bisa terus belanja online dishope",1,sekarang shopee menurun vocer belanja hilang vocer vidio vocer shope live udah gak asik lagi dipantengi tlg kembalikan vocer seperti semula agar kami bisa terus belanja online dishope,Negatif
bgus uyyy bruan download sekarang,5,bgus uyyy bruan download sekarang,Positif
Secinta itu sama shopee ❤️❤️❤️❤️Big love love shopeee dari 2018 sampe 2025 🥰🥰🥰,5,secinta itu sama shopee big love love shopeee dari sampe,Positif
Pengiriman cepat layanan barang sesuai...terimakasih,5,pengiriman cepat layanan barang sesuaiterimakasih,Positif
"Terimakasih shoppe sudah memperbarui tentang layanan pengiriman, saya sekarang belanja jd enak sampai akun saya di batasi karena melebihi batas belanja online, kedepannya tolong opsi COD nya jgn di batasi, karena kami mau beli bukan minta, di tambah lg nunggu waktu 2 bln baru bisa belanja COD lg, apa gak salah tuh, bagai mana kami bisa belanja sewaktu²...???👎👎👎👎 Kami inginnya bisa belanja tak terbatas, apapun yg kami ingin kan bisa kami beli, itu baru oke..👍",4,terimakasih shoppe sudah memperbarui tentang layanan pengiriman saya sekarang belanja jd enak sampai akun saya di batasi karena melebihi batas belanja online kedepannya tolong opsi cod nya jgn di batasi karena kami mau beli bukan minta di tambah lg nunggu waktu bln baru bisa belanja cod lg apa gak salah tuh bagai mana kami bisa belanja sewaktu² kami inginnya bisa belanja tak terbatas apapun yg kami ingin kan bisa kami beli itu baru oke,Positif
Moga sopi lancar teruss dan jaya truss ke pelanggan y s2mua y,5,moga sopi lancar teruss dan jaya truss ke pelanggan y smua y,Positif
notip nya ganggu amat dah gede tombol x nya kecil,1,notip nya ganggu amat dah gede tombol x nya kecil,Negatif
Shopee Istimewa,5,shopee istimewa,Positif
"membantu banget sih, apalagi kalo offline store udah mbelibet muter2 eh barangnya abis/gk ada... bikin kesel gk sih...",5,membantu banget sih apalagi kalo offline store udah mbelibet muter eh barangnya abisgk ada bikin kesel gk sih,Positif
Bagus suka sama aplikasi nya buat yg lagi sibuk ke luar rumah atau butuh barang lainnya tinggal beli online di shoope ☺️🫰🏻,5,bagus suka sama aplikasi nya buat yg lagi sibuk ke luar rumah atau butuh barang lainnya tinggal beli online di shoope,Positif
Barang sesuai dan cepat dalam pengiriman,5,barang sesuai dan cepat dalam pengiriman,Positif
sangatlah baikk,5,sangatlah baikk,Positif
it ok.. kk sya akun 2018 kok ngga dikasih pay later ya.,5,it ok kk sya akun kok ngga dikasih pay later ya,Positif
Makasih,5,makasih,Positif
Paten mantab,5,paten mantab,Positif
Mantab...,4,mantab,Positif
"nonton vidio sambil rebahan dapet koinnya cepat download shoppy nya mas dan mbak 2nya nggak' rugi,selamat mencoba",5,nonton vidio sambil rebahan dapet koinnya cepat download shoppy nya mas dan mbak nya nggak rugiselamat mencoba,Positif
Mantap semua kebutuhan ada,5,mantap semua kebutuhan ada,Positif
"Dibatalkan terus tiap co, gaada solusi",1,dibatalkan terus tiap co gaada solusi,Negatif
"Yg dtg sesuai,pelynn ok",5,yg dtg sesuaipelynn ok,Positif
"aneh banget, masa saya belum beli apa² ada paket yang belum dibayar dari 2021 pake fitur spaylater seharga 200+, jadinya akun shoope saya ngga bisa pakai fitur cod, gimana ini min",3,aneh banget masa saya belum beli apa² ada paket yang belum dibayar dari pake fitur spaylater seharga jadinya akun shoope saya ngga bisa pakai fitur cod gimana ini min,Netral
Tidak tau alasanya tiba tiba ditangguhkan,1,tidak tau alasanya tiba tiba ditangguhkan,Negatif
Bagus,5,bagus,Positif
Aplikasi sangat berat,1,aplikasi sangat berat,Negatif
"Sangat bagus,belanja jadi mudah,",5,sangat bagusbelanja jadi mudah,Positif
Knp yah gak bisa COD,5,knp yah gak bisa cod,Positif
The best pokonya,5,the best pokonya,Positif
Saya sangat menyukai aplikasi ini.,5,saya sangat menyukai aplikasi ini,Positif
Good,5,good,Positif
"Shoppe video sangat mengganggu, tolong dihilangkan.",1,shoppe video sangat mengganggu tolong dihilangkan,Negatif
senang belanja disini,5,senang belanja disini,Positif
"Shoppy sangat memudahkan saya berbelanja, dan selama ini saya menggunakanya, tanpa kendala, barang yang saya beli semuanya sangat bagus, dan berfungsi dengan baik, semoga sukses untuk para lapak shoppy, sukses selalu....",5,shoppy sangat memudahkan saya berbelanja dan selama ini saya menggunakanya tanpa kendala barang yang saya beli semuanya sangat bagus dan berfungsi dengan baik semoga sukses untuk para lapak shoppy sukses selalu,Positif
Mantap min,5,mantap min,Positif
Semua barang di shopee murah di banding tiktok dan yg lain lain,5,semua barang di shopee murah di banding tiktok dan yg lain lain,Positif
Mantap,5,mantap,Positif
barang berkualitas tinggi harga murah,5,barang berkualitas tinggi harga murah,Positif
Bagus buat belanja online,5,bagus buat belanja online,Positif
Mantap,5,mantap,Positif
Saya KECEWA BERAT DENGAN SHOPEE KRNA MENGNGANGGAP BAHWA NO TELP ITU HAL YG SEPELE BAGAIMANA BISA NO TELP SAYA DI GUNAKAN DI AKUN YG LAIN SEDANGKAN NO TELP SAYA TIDAK PERNAH DI RECYCLE DAN MASIH AKTIF SAMPAI SEKARANG TETAPI SHOPEE SE-ENAKNYA PAKE KAN NO TELP SAYA KE AKUN ORANG LAIN YG SAYA TIDAK KENAL WAW HEBAT SEKALI YA SHOPEE TIDAK MEMPENTINGKAN ORANG LAIN INI YG NAMANYA PILIH KASIH !! HARGA MURAH KUALITAS MURAHAN!! HEBAT SHOPEE TINGKATKAN LAGI SEMUA KEBURUKAN ANDA BIAR BANYAK YG TIDAK SKA ANDA,1,saya kecewa berat dengan shopee krna mengnganggap bahwa no telp itu hal yg sepele bagaimana bisa no telp saya di gunakan di akun yg lain sedangkan no telp saya tidak pernah di recycle dan masih aktif sampai sekarang tetapi shopee seenaknya pake kan no telp saya ke akun orang lain yg saya tidak kenal waw hebat sekali ya shopee tidak mempentingkan orang lain ini yg namanya pilih kasih harga murah kualitas murahan hebat shopee tingkatkan lagi semua keburukan anda biar banyak yg tidak ska anda,Negatif
bagus,5,bagus,Positif
𝙖𝙥𝙡𝙞𝙠𝙖𝙙𝙞 𝙨𝙝𝙤𝙥𝙚𝙚 𝙚𝙢𝙖𝙣𝙜 𝙠𝙚𝙧𝙚𝙣 𝙙𝙞 𝙗𝙖𝙣𝙙𝙞𝙣𝙜 𝙮𝙜 𝙖𝙥𝙡𝙞𝙠𝙖𝙨𝙞 𝙨𝙝𝙤𝙥 𝙮𝙜 𝙡𝙖𝙞𝙣.. 𝙢𝙖𝙣𝙩𝙖𝙥,5,,Positif
"Sangat membantu, khususnya dalam berbelanja kebutuhan keluarga",5,sangat membantu khususnya dalam berbelanja kebutuhan keluarga,Positif
aplikasinya bags banger.,5,aplikasinya bags banger,Positif
Apknya mantap,3,apknya mantap,Netral
memuaskan,5,memuaskan,Positif
oke,5,oke,Positif
Ok,5,ok,Positif
sangat menarik dan cocok untuk berbelanja,5,sangat menarik dan cocok untuk berbelanja,Positif
Saya baru menggunakan beberapa hari sudah banyak kendala seperti shopeefood tidak bisa dibuka dan letak pengendara Shopee tidak jelas mohon di perbaiki masalah - masalahnya. terima kasih,2,saya baru menggunakan beberapa hari sudah banyak kendala seperti shopeefood tidak bisa dibuka dan letak pengendara shopee tidak jelas mohon di perbaiki masalah masalahnya terima kasih,Negatif
Bagus,5,bagus,Positif
Ongkos kirim murah dan respon Pengiriman bagus,5,ongkos kirim murah dan respon pengiriman bagus,Positif
Baik,5,baik,Positif
Puass banget,5,puass banget,Positif
mantap,5,mantap,Positif
Pengiriman nya lama udah gak kaya dlu paket udh hampir 2 minggu gak nyampe²,1,pengiriman nya lama udah gak kaya dlu paket udh hampir minggu gak nyampe²,Negatif
"bagus, baik, dan profesional",5,bagus baik dan profesional,Positif
Harapan kedepannya ongkirnya jangan mahal mahal,5,harapan kedepannya ongkirnya jangan mahal mahal,Positif
"Dasar Shopee maruk tf dari bca ke shopeepay diambil seribu perasaan dulu kagak diambil, lagi bangkrut banget ya shopee???",1,dasar shopee maruk tf dari bca ke shopeepay diambil seribu perasaan dulu kagak diambil lagi bangkrut banget ya shopee,Negatif
Sangat membantu belanja kebutuhan,5,sangat membantu belanja kebutuhan,Positif
Sangat membantu,5,sangat membantu,Positif
Pas dstang kemssannya meleot tp pas di buka barsngnya utuh dan mamtap,5,pas dstang kemssannya meleot tp pas di buka barsngnya utuh dan mamtap,Positif
semangat,2,semangat,Negatif
"Tolong shopee jangan suka ambil uang seller .. jualan etalase real uang dipending ... Kalo gak ada yg makai baru tau rasa lo ..mentang"" udh banyak yg pakai seenaknya saja",1,tolong shopee jangan suka ambil uang seller jualan etalase real uang dipending kalo gak ada yg makai baru tau rasa lo mentang udh banyak yg pakai seenaknya saja,Negatif
Good,5,good,Positif
keren,5,keren,Positif
sangat bagus apk nya berkualitas tinggi,5,sangat bagus apk nya berkualitas tinggi,Positif
"Pengirimannya lama banget astaga,pesen hari Sabtu tapi belum dateng² sekarang hari Rabu,nyampe kapan coba ini resiko ke penjual sih bakal kasih bintang 1",1,pengirimannya lama banget astagapesen hari sabtu tapi belum dateng² sekarang hari rabunyampe kapan coba ini resiko ke penjual sih bakal kasih bintang,Negatif
Biar bintang yg bicara,5,biar bintang yg bicara,Positif
Ribet kebanyakan iklan,5,ribet kebanyakan iklan,Positif
Member platinum sejak lama..shopee meter sangat baik tp gratis ongkir minim sekali..aplikasi makin lama makin lemot,1,member platinum sejak lamashopee meter sangat baik tp gratis ongkir minim sekaliaplikasi makin lama makin lemot,Negatif
Sangat recomended👍👍👍.barang sesuai pesanan dan berfungsi normal.,5,sangat recomendedbarang sesuai pesanan dan berfungsi normal,Positif
Sampai detik ini seh puas ya. Tapi tolong dong penjual penjual barang palsu di tertibkan. Penipu penipu itu harusnya tidak di berikan ruang. Sebelum barang d jual harusnya di teliti dulu,5,sampai detik ini seh puas ya tapi tolong dong penjual penjual barang palsu di tertibkan penipu penipu itu harusnya tidak di berikan ruang sebelum barang d jual harusnya di teliti dulu,Positif
Sangat membantu,5,sangat membantu,Positif
P0koke segala keperluan untuk belanja Online jangan salah Shopee aja ya maknyus banget,5,pkoke segala keperluan untuk belanja online jangan salah shopee aja ya maknyus banget,Positif
Bintang 4 aplikasi yang ramahh,4,bintang aplikasi yang ramahh,Positif
Keren,5,keren,Positif
Alhamdulillah selama saya blanja dsni toko toko nya slalu amanah dan tdk mengecewakan,5,alhamdulillah selama saya blanja dsni toko toko nya slalu amanah dan tdk mengecewakan,Positif
semoga semakin terdepan..miningkatkan kualitas..fast respon..,5,semoga semakin terdepanminingkatkan kualitasfast respon,Positif
sangat membantu,5,sangat membantu,Positif
Sangat memuaskan sekali,5,sangat memuaskan sekali,Positif
Thanks shopee,5,thanks shopee,Positif
Hapus aj itu spx.lelet,2,hapus aj itu spxlelet,Negatif
mantap hh,5,mantap hh,Positif
sangat bagus 👍,5,sangat bagus,Positif
"Titik lokasi maps buat antar shopeefood tuh yg bener, lokasi aslinya dimana eh malah nyasar kemana.. Kocak",1,titik lokasi maps buat antar shopeefood tuh yg bener lokasi aslinya dimana eh malah nyasar kemana kocak,Negatif
sangat membantu,5,sangat membantu,Positif
top,5,top,Positif
good apk online,5,good apk online,Positif
Bagusss,5,bagusss,Positif
Baik,5,baik,Positif
"Sangat membantu kita ,ketika membutuhkan barang yang tidak ada di toko terdekat.",4,sangat membantu kita ketika membutuhkan barang yang tidak ada di toko terdekat,Positif
Bagus,5,bagus,Positif
Mantap,5,mantap,Positif
pesanan cepat g ribet,5,pesanan cepat g ribet,Positif
Pesanan cepat,4,pesanan cepat,Positif
MEMUASKAN PRODUK_PRODUKNYA GK PERNAH GAGAL TIAP ORDER,5,memuaskan produk_produknya gk pernah gagal tiap order,Positif
Barang bagus sesuai deskripsi,5,barang bagus sesuai deskripsi,Positif
Good seller,4,good seller,Positif
Saya merasa puas belanja online melalui aplikasi shopee 🥰,5,saya merasa puas belanja online melalui aplikasi shopee,Positif
Pengirimannya leeeemeeeet bngat.. Lama Lama...,1,pengirimannya leeeemeeeet bngat lama lama,Negatif
Vidio sgt menggangu dan Aplikasi macet2,2,vidio sgt menggangu dan aplikasi macet,Negatif
ongkir murah tapi pengiriman lelet,3,ongkir murah tapi pengiriman lelet,Netral
Oke,5,oke,Positif
Rata-rata kalau beli disini pasti barangnya sesuai foto,5,ratarata kalau beli disini pasti barangnya sesuai foto,Positif
Terima kasih sopee sangat membantu,5,terima kasih sopee sangat membantu,Positif
"Berat banget aplikasi yang sekarang, tolong shoope di pisah aplikasi khusus seller kelabakan karena kalo akses lewat hp lemot banget untuk akses ke toko saya , coba bikin aplikasi khusus seller yaaa",1,berat banget aplikasi yang sekarang tolong shoope di pisah aplikasi khusus seller kelabakan karena kalo akses lewat hp lemot banget untuk akses ke toko saya coba bikin aplikasi khusus seller yaaa,Negatif
"ok karna pengiriman cepat,,secepat KILAT ,,saya ok",5,ok karna pengiriman cepatsecepat kilat saya ok,Positif
Sangat memuaskan,5,sangat memuaskan,Positif
"Assalamualaikum kk, aplikasi dh bgus, cuma Tolong ongkir ke Bengkulu di murahkan dong kk, ssah bnget karena ongkir 😭",4,assalamualaikum kk aplikasi dh bgus cuma tolong ongkir ke bengkulu di murahkan dong kk ssah bnget karena ongkir,Positif
Sangat bermanfaat,5,sangat bermanfaat,Positif
mantaap,5,mantaap,Positif
Belanja jadi makin mudah...,5,belanja jadi makin mudah,Positif
Alhamdulillah dulilah sampe ada sedikit warnanya sayang terlaluhijau nga apah yg penting nomor m,2,alhamdulillah dulilah sampe ada sedikit warnanya sayang terlaluhijau nga apah yg penting nomor m,Negatif
Mantaaap...,5,mantaaap,Positif
sangat membantu,5,sangat membantu,Positif
Mantap toko oren,5,mantap toko oren,Positif
"aplikasi sangat berguna, sayangnya payleter saya tidak bisa dipakai",5,aplikasi sangat berguna sayangnya payleter saya tidak bisa dipakai,Positif
ini Apps'nya kenapa ya min..?? mau liat transaksi yg berjalan dari tadi kok gak bisa.. padahah udah saya update... Mau order lagi juga gak bisa... Jadi pusing sayaaaaahhh... hadeeeeeech...,3,ini appsnya kenapa ya min mau liat transaksi yg berjalan dari tadi kok gak bisa padahah udah saya update mau order lagi juga gak bisa jadi pusing sayaaaaahhh hadeeeeeech,Netral
Shopee ada bagi bagi voucher sampai 3 juta rupiah kah ? Dan voucher itu bisa dicairkan ?,1,shopee ada bagi bagi voucher sampai juta rupiah kah dan voucher itu bisa dicairkan,Negatif
"demi keamananmu kami tidak dapat memproses permintaanmu. silakan coba lagi nanti1000, apalah ini",1,demi keamananmu kami tidak dapat memproses permintaanmu silakan coba lagi nanti apalah ini,Negatif
pengiriman terlalu lama,5,pengiriman terlalu lama,Positif
Bagus,5,bagus,Positif
bagus,5,bagus,Positif
Sangat membantu untuk belanja,5,sangat membantu untuk belanja,Positif
Lebih hemat,5,lebih hemat,Positif
Semoga aja tambah berkembang,5,semoga aja tambah berkembang,Positif
Semenjak ada spx lama sampe pengiriman🗿,2,semenjak ada spx lama sampe pengiriman,Negatif
Lemott,3,lemott,Netral
Shope makin asik,5,shope makin asik,Positif
